chr	name	start	end	sample	celltype	sex	age	allelic_ratio	total_reads	median_allelic_ratio	min_total_reads
chrX	Armcx1	134717912	134721917	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	1	312	1	234
chrX	Armcx1	134717912	134721917	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	234	1	234
chrX	Armcx1	134717912	134721917	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	352	1	296
chrX	Armcx1	134717912	134721917	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	378	1	296
chrX	Armcx1	134717912	134721917	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	296	1	296
chrX	Armcx1	134717912	134721917	CM_9w_RNA_XBxC_-+_XX_1	CM	female	Adult	1	47	1	17
chrX	Armcx1	134717912	134721917	CM_9w_RNA_XBxC_-+_XX_2	CM	female	Adult	1	17	1	17
chrX	Armcx1	134717912	134721917	CM_9w_RNA_XBxC_-+_XX_3	CM	female	Adult	1	26	1	17
chrX	Armcx1	134717912	134721917	CM_9w_RNA_XBxC_+y_XY_2	CM	male	Adult	1	36	1	10
chrX	Armcx1	134717912	134721917	CM_9w_RNA_XBxC_+y_XY_1	CM	male	Adult	1	10	1	10
chrX	Armcx1	134717912	134721917	CM_9w_RNA_XBxC_+y_XY_3	CM	male	Adult	1	42	1	10
chrX	Armcx1	134717912	134721917	EC_9w_RNA_XBxC_-+_XX_1	EC	female	Adult	0,99	178	1	178
chrX	Armcx1	134717912	134721917	EC_9w_RNA_XBxC_-+_XX_3	EC	female	Adult	1	225	1	178
chrX	Armcx1	134717912	134721917	EC_9w_RNA_XBxC_-+_XX_2	EC	female	Adult	1	198	1	178
chrX	Armcx1	134717912	134721917	EC_9w_RNA_XBxC_+y_XY_3	EC	male	Adult	1	178	1	163
chrX	Armcx1	134717912	134721917	EC_9w_RNA_XBxC_+y_XY_2	EC	male	Adult	1	324	1	163
chrX	Armcx1	134717912	134721917	EC_9w_RNA_XBxC_+y_XY_1	EC	male	Adult	1	163	1	163
chrX	Armcx2	134804141	134809221	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	93	1	93
chrX	Armcx2	134804141	134809221	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	1	145	1	93
chrX	Armcx2	134804141	134809221	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	192	1	93
chrX	Armcx2	134804141	134809221	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	104	1	74
chrX	Armcx2	134804141	134809221	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	74	1	74
chrX	Armcx2	134804141	134809221	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	124	1	74
chrX	Armcx2	134804141	134809221	EC_9w_RNA_XBxC_-+_XX_3	EC	female	Adult	1	29	1	29
chrX	Armcx2	134804141	134809221	EC_9w_RNA_XBxC_-+_XX_2	EC	female	Adult	1	46	1	29
chrX	Armcx2	134804141	134809221	EC_9w_RNA_XBxC_-+_XX_1	EC	female	Adult	1	67	1	29
chrX	Armcx2	134804141	134809221	EC_9w_RNA_XBxC_+y_XY_1	EC	male	Adult	1	30	1	21
chrX	Armcx2	134804141	134809221	EC_9w_RNA_XBxC_+y_XY_3	EC	male	Adult	1	53	1	21
chrX	Armcx2	134804141	134809221	EC_9w_RNA_XBxC_+y_XY_2	EC	male	Adult	1	21	1	21
chrX	Armcx3	134756567	134761457	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	67	1	33
chrX	Armcx3	134756567	134761457	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	40	1	33
chrX	Armcx3	134756567	134761457	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	1	33	1	33
chrX	Armcx3	134756567	134761457	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	44	1	31
chrX	Armcx3	134756567	134761457	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	31	1	31
chrX	Armcx3	134756567	134761457	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	41	1	31
chrX	Armcx3	134756567	134761457	CM_9w_RNA_XBxC_-+_XX_3	CM	female	Adult	1	10	1	10
chrX	Armcx3	134756567	134761457	CM_9w_RNA_XBxC_-+_XX_2	CM	female	Adult	1	11	1	10
chrX	Armcx3	134756567	134761457	CM_9w_RNA_XBxC_-+_XX_1	CM	female	Adult	1	15	1	10
chrX	Armcx3	134756567	134761457	EC_9w_RNA_XBxC_-+_XX_2	EC	female	Adult	1	38	1	10
chrX	Armcx3	134756567	134761457	EC_9w_RNA_XBxC_-+_XX_1	EC	female	Adult	1	27	1	10
chrX	Armcx3	134756567	134761457	EC_9w_RNA_XBxC_-+_XX_3	EC	female	Adult	1	10	1	10
chrX	Armcx3	134756567	134761457	EC_9w_RNA_XBxC_+y_XY_1	EC	male	Adult	1	25	1	17
chrX	Armcx3	134756567	134761457	EC_9w_RNA_XBxC_+y_XY_3	EC	male	Adult	1	17	1	17
chrX	Armcx3	134756567	134761457	EC_9w_RNA_XBxC_+y_XY_2	EC	male	Adult	1	28	1	17
chrX	Armcx3	134756567	134761457	MP_9w_RNA_XBxC_-+_XX_2	MP	female	Adult	1	15	1	12
chrX	Armcx3	134756567	134761457	MP_9w_RNA_XBxC_-+_XX_3	MP	female	Adult	1	28	1	12
chrX	Armcx3	134756567	134761457	MP_9w_RNA_XBxC_-+_XX_1	MP	female	Adult	1	12	1	12
chrX	Armcx4	134685647	134697775	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	21	1	21
chrX	Armcx4	134685647	134697775	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	1	23	1	21
chrX	Armcx4	134685647	134697775	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	25	1	21
chrX	Armcx4	134685647	134697775	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	27	1	27
chrX	Armcx4	134685647	134697775	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	34	1	27
chrX	Armcx4	134685647	134697775	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	42	1	27
chrX	Armcx5	135742691	135747328	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	1	68	1	30
chrX	Armcx5	135742691	135747328	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	35	1	30
chrX	Armcx5	135742691	135747328	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	30	1	30
chrX	Armcx5	135742691	135747328	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	63	1	31
chrX	Armcx5	135742691	135747328	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	31	1	31
chrX	Armcx5	135742691	135747328	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	45	1	31
chrX	Armcx5	135742691	135747328	CM_9w_RNA_XBxC_-+_XX_2	CM	female	Adult	1	34	1	34
chrX	Armcx5	135742691	135747328	CM_9w_RNA_XBxC_-+_XX_1	CM	female	Adult	1	63	1	34
chrX	Armcx5	135742691	135747328	CM_9w_RNA_XBxC_-+_XX_3	CM	female	Adult	1	45	1	34
chrX	Armcx5	135742691	135747328	CM_9w_RNA_XBxC_+y_XY_3	CM	male	Adult	1	31	1	28
chrX	Armcx5	135742691	135747328	CM_9w_RNA_XBxC_+y_XY_1	CM	male	Adult	1	28	1	28
chrX	Armcx5	135742691	135747328	CM_9w_RNA_XBxC_+y_XY_2	CM	male	Adult	1	30	1	28
chrX	Armcx5	135742691	135747328	EC_9w_RNA_XBxC_-+_XX_2	EC	female	Adult	1	49	1	49
chrX	Armcx5	135742691	135747328	EC_9w_RNA_XBxC_-+_XX_1	EC	female	Adult	0,95	73	1	49
chrX	Armcx5	135742691	135747328	EC_9w_RNA_XBxC_-+_XX_3	EC	female	Adult	1	49	1	49
chrX	Armcx5	135742691	135747328	EC_9w_RNA_XBxC_+y_XY_1	EC	male	Adult	1	30	1	22
chrX	Armcx5	135742691	135747328	EC_9w_RNA_XBxC_+y_XY_2	EC	male	Adult	1	64	1	22
chrX	Armcx5	135742691	135747328	EC_9w_RNA_XBxC_+y_XY_3	EC	male	Adult	1	22	1	22
chrX	Armcx6	134748454	134756666	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	35	1	13
chrX	Armcx6	134748454	134756666	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	1	15	1	13
chrX	Armcx6	134748454	134756666	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	13	1	13
chrX	Armcx6	134748454	134756666	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	12	1	10
chrX	Armcx6	134748454	134756666	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	10	1	10
chrX	Armcx6	134748454	134756666	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	32	1	10
chrX	Arxes2	135993819	135995359	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	52	1	17
chrX	Arxes2	135993819	135995359	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	17	1	17
chrX	Arxes2	135993819	135995359	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	1	29	1	17
chrX	Arxes2	135993819	135995359	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	16	1	16
chrX	Arxes2	135993819	135995359	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	35	1	16
chrX	Arxes2	135993819	135995359	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	29	1	16
chrX	Asb11	164436950	164459170	CM_9w_RNA_XBxC_-+_XX_3	CM	female	Adult	1	3552	1	2843
chrX	Asb11	164436950	164459170	CM_9w_RNA_XBxC_-+_XX_2	CM	female	Adult	1	3148	1	2843
chrX	Asb11	164436950	164459170	CM_9w_RNA_XBxC_-+_XX_1	CM	female	Adult	1	2843	1	2843
chrX	Asb11	164436950	164459170	CM_9w_RNA_XBxC_+y_XY_3	CM	male	Adult	1	2202	1	1993
chrX	Asb11	164436950	164459170	CM_9w_RNA_XBxC_+y_XY_1	CM	male	Adult	1	1993	1	1993
chrX	Asb11	164436950	164459170	CM_9w_RNA_XBxC_+y_XY_2	CM	male	Adult	1	2271	1	1993
chrX	Asb12	95469406	95557993	CM_9w_RNA_XBxC_-+_XX_1	CM	female	Adult	1	57	1	57
chrX	Asb12	95469406	95557993	CM_9w_RNA_XBxC_-+_XX_2	CM	female	Adult	1	70	1	57
chrX	Asb12	95469406	95557993	CM_9w_RNA_XBxC_-+_XX_3	CM	female	Adult	1	70	1	57
chrX	Asb12	95469406	95557993	CM_9w_RNA_XBxC_+y_XY_2	CM	male	Adult	1	49	1	49
chrX	Asb12	95469406	95557993	CM_9w_RNA_XBxC_+y_XY_1	CM	male	Adult	1	70	1	49
chrX	Asb12	95469406	95557993	CM_9w_RNA_XBxC_+y_XY_3	CM	male	Adult	1	62	1	49
chrX	Atg4a	140953892	141164270	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	208	1	123
chrX	Atg4a	140953892	141164270	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	140	1	123
chrX	Atg4a	140953892	141164270	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	0,99	123	1	123
chrX	Atg4a	140953892	141164270	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	144	1	111
chrX	Atg4a	140953892	141164270	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	111	1	111
chrX	Atg4a	140953892	141164270	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	177	1	111
chrX	Atg4a	140953892	141164270	CM_9w_RNA_XBxC_-+_XX_3	CM	female	Adult	1	94	1	94
chrX	Atg4a	140953892	141164270	CM_9w_RNA_XBxC_-+_XX_1	CM	female	Adult	1	124	1	94
chrX	Atg4a	140953892	141164270	CM_9w_RNA_XBxC_-+_XX_2	CM	female	Adult	1	138	1	94
chrX	Atg4a	140953892	141164270	CM_9w_RNA_XBxC_+y_XY_3	CM	male	Adult	1	100	1	87
chrX	Atg4a	140953892	141164270	CM_9w_RNA_XBxC_+y_XY_2	CM	male	Adult	1	137	1	87
chrX	Atg4a	140953892	141164270	CM_9w_RNA_XBxC_+y_XY_1	CM	male	Adult	1	87	1	87
chrX	Atg4a	140953892	141164270	EC_9w_RNA_XBxC_-+_XX_2	EC	female	Adult	1	306	1	305
chrX	Atg4a	140953892	141164270	EC_9w_RNA_XBxC_-+_XX_3	EC	female	Adult	1	305	1	305
chrX	Atg4a	140953892	141164270	EC_9w_RNA_XBxC_-+_XX_1	EC	female	Adult	1	327	1	305
chrX	Atg4a	140953892	141164270	EC_9w_RNA_XBxC_+y_XY_3	EC	male	Adult	1	229	1	229
chrX	Atg4a	140953892	141164270	EC_9w_RNA_XBxC_+y_XY_2	EC	male	Adult	1	331	1	229
chrX	Atg4a	140953892	141164270	EC_9w_RNA_XBxC_+y_XY_1	EC	male	Adult	1	233	1	229
chrX	Atg4a	140953892	141164270	MP_9w_RNA_XBxC_-+_XX_2	MP	female	Adult	1	124	1	60
chrX	Atg4a	140953892	141164270	MP_9w_RNA_XBxC_-+_XX_3	MP	female	Adult	1	70	1	60
chrX	Atg4a	140953892	141164270	MP_9w_RNA_XBxC_-+_XX_1	MP	female	Adult	1	60	1	60
chrX	Atg4a	140953892	141164270	MP_9w_RNA_XBxC_+y_XY_1	MP	male	Adult	1	90	1	76
chrX	Atg4a	140953892	141164270	MP_9w_RNA_XBxC_+y_XY_2	MP	male	Adult	1	76	1	76
chrX	Atg4a	140953892	141164270	MP_9w_RNA_XBxC_+y_XY_3	MP	male	Adult	1	113	1	76
chrX	Atp11c	60223282	60404861	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	0,94	34	0,95	34
chrX	Atp11c	60223282	60404861	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	0,95	58	0,95	34
chrX	Atp11c	60223282	60404861	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	51	0,95	34
chrX	Atp11c	60223282	60404861	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	54	1	27
chrX	Atp11c	60223282	60404861	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	27	1	27
chrX	Atp11c	60223282	60404861	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	43	1	27
chrX	Atp11c	60223282	60404861	CM_9w_RNA_XBxC_+y_XY_3	CM	male	Adult	1	10	1	10
chrX	Atp11c	60223282	60404861	CM_9w_RNA_XBxC_+y_XY_1	CM	male	Adult	1	23	1	10
chrX	Atp11c	60223282	60404861	CM_9w_RNA_XBxC_+y_XY_2	CM	male	Adult	1	17	1	10
chrX	Atp11c	60223282	60404861	EC_9w_RNA_XBxC_-+_XX_2	EC	female	Adult	0,99	141	1	141
chrX	Atp11c	60223282	60404861	EC_9w_RNA_XBxC_-+_XX_1	EC	female	Adult	1	180	1	141
chrX	Atp11c	60223282	60404861	EC_9w_RNA_XBxC_-+_XX_3	EC	female	Adult	1	161	1	141
chrX	Atp11c	60223282	60404861	EC_9w_RNA_XBxC_+y_XY_2	EC	male	Adult	1	119	1	119
chrX	Atp11c	60223282	60404861	EC_9w_RNA_XBxC_+y_XY_1	EC	male	Adult	1	157	1	119
chrX	Atp11c	60223282	60404861	EC_9w_RNA_XBxC_+y_XY_3	EC	male	Adult	1	168	1	119
chrX	Atp11c	60223282	60404861	MP_9w_RNA_XBxC_-+_XX_3	MP	female	Adult	1	86	0,99	86
chrX	Atp11c	60223282	60404861	MP_9w_RNA_XBxC_-+_XX_1	MP	female	Adult	0,98	87	0,99	86
chrX	Atp11c	60223282	60404861	MP_9w_RNA_XBxC_-+_XX_2	MP	female	Adult	0,99	146	0,99	86
chrX	Atp11c	60223282	60404861	MP_9w_RNA_XBxC_+y_XY_1	MP	male	Adult	1	131	1	62
chrX	Atp11c	60223282	60404861	MP_9w_RNA_XBxC_+y_XY_2	MP	male	Adult	1	62	1	62
chrX	Atp11c	60223282	60404861	MP_9w_RNA_XBxC_+y_XY_3	MP	male	Adult	1	96	1	62
chrX	Atp6ap2	12587758	12617051	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	1	500	1	500
chrX	Atp6ap2	12587758	12617051	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	871	1	500
chrX	Atp6ap2	12587758	12617051	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	628	1	500
chrX	Atp6ap2	12587758	12617051	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	491	1	419
chrX	Atp6ap2	12587758	12617051	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	600	1	419
chrX	Atp6ap2	12587758	12617051	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	419	1	419
chrX	Atp6ap2	12587758	12617051	CM_9w_RNA_XBxC_-+_XX_2	CM	female	Adult	1	183	1	183
chrX	Atp6ap2	12587758	12617051	CM_9w_RNA_XBxC_-+_XX_1	CM	female	Adult	1	223	1	183
chrX	Atp6ap2	12587758	12617051	CM_9w_RNA_XBxC_-+_XX_3	CM	female	Adult	1	227	1	183
chrX	Atp6ap2	12587758	12617051	CM_9w_RNA_XBxC_+y_XY_2	CM	male	Adult	1	176	1	113
chrX	Atp6ap2	12587758	12617051	CM_9w_RNA_XBxC_+y_XY_3	CM	male	Adult	1	203	1	113
chrX	Atp6ap2	12587758	12617051	CM_9w_RNA_XBxC_+y_XY_1	CM	male	Adult	1	113	1	113
chrX	Atp6ap2	12587758	12617051	EC_9w_RNA_XBxC_-+_XX_3	EC	female	Adult	1	561	1	450
chrX	Atp6ap2	12587758	12617051	EC_9w_RNA_XBxC_-+_XX_1	EC	female	Adult	1	525	1	450
chrX	Atp6ap2	12587758	12617051	EC_9w_RNA_XBxC_-+_XX_2	EC	female	Adult	1	450	1	450
chrX	Atp6ap2	12587758	12617051	EC_9w_RNA_XBxC_+y_XY_1	EC	male	Adult	1	458	1	458
chrX	Atp6ap2	12587758	12617051	EC_9w_RNA_XBxC_+y_XY_2	EC	male	Adult	1	658	1	458
chrX	Atp6ap2	12587758	12617051	EC_9w_RNA_XBxC_+y_XY_3	EC	male	Adult	1	518	1	458
chrX	Atp6ap2	12587758	12617051	MP_9w_RNA_XBxC_-+_XX_2	MP	female	Adult	1	1262	1	620
chrX	Atp6ap2	12587758	12617051	MP_9w_RNA_XBxC_-+_XX_3	MP	female	Adult	1	987	1	620
chrX	Atp6ap2	12587758	12617051	MP_9w_RNA_XBxC_-+_XX_1	MP	female	Adult	1	620	1	620
chrX	Atp6ap2	12587758	12617051	MP_9w_RNA_XBxC_+y_XY_3	MP	male	Adult	1	919	1	809
chrX	Atp6ap2	12587758	12617051	MP_9w_RNA_XBxC_+y_XY_2	MP	male	Adult	1	809	1	809
chrX	Atp6ap2	12587758	12617051	MP_9w_RNA_XBxC_+y_XY_1	MP	male	Adult	1	899	1	809
chrX	Atp7a	106027223	106128160	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	241	1	155
chrX	Atp7a	106027223	106128160	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	199	1	155
chrX	Atp7a	106027223	106128160	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	1	155	1	155
chrX	Atp7a	106027223	106128160	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	245	1	180
chrX	Atp7a	106027223	106128160	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	180	1	180
chrX	Atp7a	106027223	106128160	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	217	1	180
chrX	Atp7a	106027223	106128160	CM_9w_RNA_XBxC_-+_XX_3	CM	female	Adult	1	45	1	34
chrX	Atp7a	106027223	106128160	CM_9w_RNA_XBxC_-+_XX_2	CM	female	Adult	1	34	1	34
chrX	Atp7a	106027223	106128160	CM_9w_RNA_XBxC_-+_XX_1	CM	female	Adult	1	42	1	34
chrX	Atp7a	106027223	106128160	CM_9w_RNA_XBxC_+y_XY_3	CM	male	Adult	1	63	1	32
chrX	Atp7a	106027223	106128160	CM_9w_RNA_XBxC_+y_XY_2	CM	male	Adult	1	47	1	32
chrX	Atp7a	106027223	106128160	CM_9w_RNA_XBxC_+y_XY_1	CM	male	Adult	1	32	1	32
chrX	Atp7a	106027223	106128160	EC_9w_RNA_XBxC_-+_XX_3	EC	female	Adult	1	204	1	122
chrX	Atp7a	106027223	106128160	EC_9w_RNA_XBxC_-+_XX_1	EC	female	Adult	1	122	1	122
chrX	Atp7a	106027223	106128160	EC_9w_RNA_XBxC_-+_XX_2	EC	female	Adult	1	166	1	122
chrX	Atp7a	106027223	106128160	EC_9w_RNA_XBxC_+y_XY_2	EC	male	Adult	1	203	1	187
chrX	Atp7a	106027223	106128160	EC_9w_RNA_XBxC_+y_XY_1	EC	male	Adult	1	187	1	187
chrX	Atp7a	106027223	106128160	EC_9w_RNA_XBxC_+y_XY_3	EC	male	Adult	1	275	1	187
chrX	Atp7a	106027223	106128160	MP_9w_RNA_XBxC_-+_XX_1	MP	female	Adult	1	203	1	203
chrX	Atp7a	106027223	106128160	MP_9w_RNA_XBxC_-+_XX_3	MP	female	Adult	1	285	1	203
chrX	Atp7a	106027223	106128160	MP_9w_RNA_XBxC_-+_XX_2	MP	female	Adult	1	396	1	203
chrX	Atp7a	106027223	106128160	MP_9w_RNA_XBxC_+y_XY_3	MP	male	Adult	1	172	1	149
chrX	Atp7a	106027223	106128160	MP_9w_RNA_XBxC_+y_XY_1	MP	male	Adult	1	242	1	149
chrX	Atp7a	106027223	106128160	MP_9w_RNA_XBxC_+y_XY_2	MP	male	Adult	1	149	1	149
chrX	Atrx	105797614	105929406	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	1	531	1	518
chrX	Atrx	105797614	105929406	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	518	1	518
chrX	Atrx	105797614	105929406	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	601	1	518
chrX	Atrx	105797614	105929406	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	702	1	565
chrX	Atrx	105797614	105929406	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	565	1	565
chrX	Atrx	105797614	105929406	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	574	1	565
chrX	Atrx	105797614	105929406	CM_9w_RNA_XBxC_-+_XX_2	CM	female	Adult	1	176	1	176
chrX	Atrx	105797614	105929406	CM_9w_RNA_XBxC_-+_XX_1	CM	female	Adult	1	233	1	176
chrX	Atrx	105797614	105929406	CM_9w_RNA_XBxC_-+_XX_3	CM	female	Adult	1	198	1	176
chrX	Atrx	105797614	105929406	CM_9w_RNA_XBxC_+y_XY_1	CM	male	Adult	1	99	1	99
chrX	Atrx	105797614	105929406	CM_9w_RNA_XBxC_+y_XY_3	CM	male	Adult	1	209	1	99
chrX	Atrx	105797614	105929406	CM_9w_RNA_XBxC_+y_XY_2	CM	male	Adult	1	196	1	99
chrX	Atrx	105797614	105929406	EC_9w_RNA_XBxC_-+_XX_1	EC	female	Adult	1	1005	1	599
chrX	Atrx	105797614	105929406	EC_9w_RNA_XBxC_-+_XX_2	EC	female	Adult	0,99	708	1	599
chrX	Atrx	105797614	105929406	EC_9w_RNA_XBxC_-+_XX_3	EC	female	Adult	1	599	1	599
chrX	Atrx	105797614	105929406	EC_9w_RNA_XBxC_+y_XY_1	EC	male	Adult	1	740	1	343
chrX	Atrx	105797614	105929406	EC_9w_RNA_XBxC_+y_XY_3	EC	male	Adult	1	343	1	343
chrX	Atrx	105797614	105929406	EC_9w_RNA_XBxC_+y_XY_2	EC	male	Adult	1	703	1	343
chrX	Atrx	105797614	105929406	MP_9w_RNA_XBxC_-+_XX_2	MP	female	Adult	1	794	1	427
chrX	Atrx	105797614	105929406	MP_9w_RNA_XBxC_-+_XX_1	MP	female	Adult	1	455	1	427
chrX	Atrx	105797614	105929406	MP_9w_RNA_XBxC_-+_XX_3	MP	female	Adult	1	427	1	427
chrX	Atrx	105797614	105929406	MP_9w_RNA_XBxC_+y_XY_2	MP	male	Adult	1	459	1	459
chrX	Atrx	105797614	105929406	MP_9w_RNA_XBxC_+y_XY_3	MP	male	Adult	1	512	1	459
chrX	Atrx	105797614	105929406	MP_9w_RNA_XBxC_+y_XY_1	MP	male	Adult	1	558	1	459
chrX	B630019K06Rik	8892352	8894964	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	1	11	1	11
chrX	B630019K06Rik	8892352	8894964	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	1	13	1	11
chrX	B630019K06Rik	8892352	8894964	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	17	1	11
chrX	B630019K06Rik	8892352	8894964	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	1	18	1	14
chrX	B630019K06Rik	8892352	8894964	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	14	1	14
chrX	B630019K06Rik	8892352	8894964	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	15	1	14
chrX	B630019K06Rik	8892352	8894964	EC_9w_RNA_XBxC_-+_XX_2	EC	female	Adult	1	21	1	14
chrX	B630019K06Rik	8892352	8894964	EC_9w_RNA_XBxC_-+_XX_3	EC	female	Adult	1	14	1	14
chrX	B630019K06Rik	8892352	8894964	EC_9w_RNA_XBxC_-+_XX_1	EC	female	Adult	1	49	1	14
chrX	BC023829	70459752	70477190	CF_9w_RNA_XBxC_-+_XX_1	FB	female	Adult	0,99	98	0,99	98
chrX	BC023829	70459752	70477190	CF_9w_RNA_XBxC_-+_XX_3	FB	female	Adult	0,99	126	0,99	98
chrX	BC023829	70459752	70477190	CF_9w_RNA_XBxC_-+_XX_2	FB	female	Adult	1	130	0,99	98
chrX	BC023829	70459752	70477190	CF_9w_RNA_XBxC_+y_XY_2	FB	male	Adult	1	151	1	79
chrX	BC023829	70459752	70477190	CF_9w_RNA_XBxC_+y_XY_3	FB	male	Adult	0,99	112	1	79
chrX	BC023829	70459752	70477190	CF_9w_RNA_XBxC_+y_XY_1	FB	male	Adult	1	79	1	79
chrX	BC023829	70459752	70477190	CM_9w_RNA_XBxC_-+_XX_2	CM	female	Adult	1	76	1	58
chrX	BC023829	70459752	70477190	CM_9w_RNA_XBxC_-+_XX_1	CM	female	Adult	1	58	1	58
chrX	BC023829	70459752	70477190	CM_9w_RNA_XBxC_-+_XX_3	CM	female	Adult	1	81	1	58
chrX	BC023829	70459752	70477190	CM_9w_RNA_XBxC_+y_XY_3	CM	male	Adult	1	60	1	42
chrX	BC023829	70459752	70477190	CM_9w_RNA_XBxC_+y_XY_1	CM	male	Adult	1	60	1	42
chrX	BC023829	70459752	70477190	CM_9w_RNA_XBxC_+y_XY_2	CM	male	Adult	1	42	1	42
chrX	BC023829	70459752	70477190	EC_9w_RNA_XBxC_-+_XX_1	EC	female	Adult	1	91	1	90
chrX	BC023829	70459752	70477190	EC_9w_RNA_XBxC_-+_XX_3	EC	female	Adult	0,99	115	1	90
chrX	BC023829	70459752	70477190	EC_9w_RNA_XBxC_-+_XX_2	EC	female	Adult	1	90	1	90
chrX	BC023829	70459752	70477190	EC_9w_RNA_XBxC_+y_XY_3	EC	male	Adult	1	59	1	59
chrX	BC023829	70459752	70477190	EC_9w_RNA_XBxC_+y_XY_2	EC	male	Adult	1	120	1	59
chrX	BC023829	70459752	70477190	EC_9w_RNA_XBxC_+y_XY_1	EC	male	Adult	1	99	1	59
