chr	name	start	end	strand	sample	organ	sex	age	allelic_ratio	total_reads	median_allelic_ratio	min_total_reads
chrX	Eif1ax	159372194	159385699	+	Li_78w_RNA_XistBxC_-+_XX_1	Li	female	Aged	1	65	1	38
chrX	Eif1ax	159372194	159385699	+	Li_78w_RNA_XistBxC_-+_XX_3	Li	female	Aged	1	50	1	38
chrX	Eif1ax	159372194	159385699	+	Li_78w_RNA_XistBxC_-+_XX_2	Li	female	Aged	1	38	1	38
chrX	Eif1ax	159372194	159385699	+	Li_78w_RNA_XistBxC_+y_XY_3	Li	male	Aged	1	77	1	71
chrX	Eif1ax	159372194	159385699	+	Li_78w_RNA_XistBxC_+y_XY_1	Li	male	Aged	1	84	1	71
chrX	Eif1ax	159372194	159385699	+	Li_78w_RNA_XistBxC_+y_XY_2	Li	male	Aged	1	71	1	71
chrX	Eif1ax	159372194	159385699	+	Lu_78w_RNA_XistBxC_-+_XX_3	Lu	female	Aged	0,99	100	1	100
chrX	Eif1ax	159372194	159385699	+	Lu_78w_RNA_XistBxC_-+_XX_1	Lu	female	Aged	1	134	1	100
chrX	Eif1ax	159372194	159385699	+	Lu_78w_RNA_XistBxC_-+_XX_2	Lu	female	Aged	1	105	1	100
chrX	Eif1ax	159372194	159385699	+	Lu_78w_RNA_XistBxC_+y_XY_3	Lu	male	Aged	1	207	1	166
chrX	Eif1ax	159372194	159385699	+	Lu_78w_RNA_XistBxC_+y_XY_1	Lu	male	Aged	1	166	1	166
chrX	Eif1ax	159372194	159385699	+	Lu_78w_RNA_XistBxC_+y_XY_2	Lu	male	Aged	1	181	1	166
chrX	Eif1ax	159372194	159385699	+	Mu_78w_RNA_XistBxC_-+_XX_2	Mu	female	Aged	1	91	1	91
chrX	Eif1ax	159372194	159385699	+	Mu_78w_RNA_XistBxC_-+_XX_1	Mu	female	Aged	1	113	1	91
chrX	Eif1ax	159372194	159385699	+	Mu_78w_RNA_XistBxC_-+_XX_3	Mu	female	Aged	1	147	1	91
chrX	Eif1ax	159372194	159385699	+	Mu_78w_RNA_XistBxC_+y_XY_3	Mu	male	Aged	1	199	1	199
chrX	Eif1ax	159372194	159385699	+	Mu_78w_RNA_XistBxC_+y_XY_2	Mu	male	Aged	1	220	1	199
chrX	Eif1ax	159372194	159385699	+	Mu_78w_RNA_XistBxC_+y_XY_1	Mu	male	Aged	1	236	1	199
chrX	Eif1ax	159372194	159385699	+	Sp_78w_RNA_XistBxC_-+_XX_1	Sp	female	Aged	1	122	1	72
chrX	Eif1ax	159372194	159385699	+	Sp_78w_RNA_XistBxC_-+_XX_3	Sp	female	Aged	1	72	1	72
chrX	Eif1ax	159372194	159385699	+	Sp_78w_RNA_XistBxC_-+_XX_2	Sp	female	Aged	1	136	1	72
chrX	Eif1ax	159372194	159385699	+	Sp_78w_RNA_XistBxC_+y_XY_2	Sp	male	Aged	1	129	1	112
chrX	Eif1ax	159372194	159385699	+	Sp_78w_RNA_XistBxC_+y_XY_1	Sp	male	Aged	1	136	1	112
chrX	Eif1ax	159372194	159385699	+	Sp_78w_RNA_XistBxC_+y_XY_3	Sp	male	Aged	1	112	1	112
chrX	Eif2s3x	94188708	94212651	-	Br_78w_RNA_XistBxC_-+_XX_3	Br	female	Aged	0,62	37	0,62	24
chrX	Eif2s3x	94188708	94212651	-	Br_78w_RNA_XistBxC_-+_XX_1	Br	female	Aged	0,61	56	0,62	24
chrX	Eif2s3x	94188708	94212651	-	Br_78w_RNA_XistBxC_-+_XX_2	Br	female	Aged	0,75	24	0,62	24
chrX	Eif2s3x	94188708	94212651	-	Br_78w_RNA_XistBxC_+y_XY_1	Br	male	Aged	1	41	1	34
chrX	Eif2s3x	94188708	94212651	-	Br_78w_RNA_XistBxC_+y_XY_3	Br	male	Aged	1	40	1	34
chrX	Eif2s3x	94188708	94212651	-	Br_78w_RNA_XistBxC_+y_XY_2	Br	male	Aged	1	34	1	34
chrX	Eif2s3x	94188708	94212651	-	He_78w_RNA_XistBxC_+y_XY_1	He	male	Aged	1	33	1	32
chrX	Eif2s3x	94188708	94212651	-	He_78w_RNA_XistBxC_+y_XY_2	He	male	Aged	1	41	1	32
chrX	Eif2s3x	94188708	94212651	-	He_78w_RNA_XistBxC_+y_XY_3	He	male	Aged	1	32	1	32
chrX	Eif2s3x	94188708	94212651	-	Ki_78w_RNA_XistBxC_-+_XX_1	Ki	female	Aged	0,79	39	0,62	34
chrX	Eif2s3x	94188708	94212651	-	Ki_78w_RNA_XistBxC_-+_XX_3	Ki	female	Aged	0,57	37	0,62	34
chrX	Eif2s3x	94188708	94212651	-	Ki_78w_RNA_XistBxC_-+_XX_2	Ki	female	Aged	0,62	34	0,62	34
chrX	Eif2s3x	94188708	94212651	-	Ki_78w_RNA_XistBxC_+y_XY_1	Ki	male	Aged	1	55	1	30
chrX	Eif2s3x	94188708	94212651	-	Ki_78w_RNA_XistBxC_+y_XY_2	Ki	male	Aged	1	44	1	30
chrX	Eif2s3x	94188708	94212651	-	Ki_78w_RNA_XistBxC_+y_XY_3	Ki	male	Aged	1	30	1	30
chrX	Eif2s3x	94188708	94212651	-	Lu_78w_RNA_XistBxC_-+_XX_3	Lu	female	Aged	0,57	35	0,58	35
chrX	Eif2s3x	94188708	94212651	-	Lu_78w_RNA_XistBxC_-+_XX_2	Lu	female	Aged	0,71	41	0,58	35
chrX	Eif2s3x	94188708	94212651	-	Lu_78w_RNA_XistBxC_-+_XX_1	Lu	female	Aged	0,58	38	0,58	35
chrX	Eif2s3x	94188708	94212651	-	Lu_78w_RNA_XistBxC_+y_XY_2	Lu	male	Aged	1	48	1	33
chrX	Eif2s3x	94188708	94212651	-	Lu_78w_RNA_XistBxC_+y_XY_1	Lu	male	Aged	1	33	1	33
chrX	Eif2s3x	94188708	94212651	-	Lu_78w_RNA_XistBxC_+y_XY_3	Lu	male	Aged	1	42	1	33
chrX	Eif2s3x	94188708	94212651	-	Mu_78w_RNA_XistBxC_+y_XY_1	Mu	male	Aged	1	47	1	27
chrX	Eif2s3x	94188708	94212651	-	Mu_78w_RNA_XistBxC_+y_XY_3	Mu	male	Aged	1	27	1	27
chrX	Eif2s3x	94188708	94212651	-	Mu_78w_RNA_XistBxC_+y_XY_2	Mu	male	Aged	1	39	1	27
chrX	Eif2s3x	94188708	94212651	-	Sp_78w_RNA_XistBxC_-+_XX_1	Sp	female	Aged	0,78	41	0,71	41
chrX	Eif2s3x	94188708	94212651	-	Sp_78w_RNA_XistBxC_-+_XX_3	Sp	female	Aged	0,65	43	0,71	41
chrX	Eif2s3x	94188708	94212651	-	Sp_78w_RNA_XistBxC_-+_XX_2	Sp	female	Aged	0,71	51	0,71	41
chrX	Eif2s3x	94188708	94212651	-	Sp_78w_RNA_XistBxC_+y_XY_2	Sp	male	Aged	1	41	1	37
chrX	Eif2s3x	94188708	94212651	-	Sp_78w_RNA_XistBxC_+y_XY_1	Sp	male	Aged	1	66	1	37
chrX	Eif2s3x	94188708	94212651	-	Sp_78w_RNA_XistBxC_+y_XY_3	Sp	male	Aged	0,95	37	1	37
chrX	Elf4	48411048	48463132	-	He_78w_RNA_XistBxC_-+_XX_2	He	female	Aged	0,94	53	1	35
chrX	Elf4	48411048	48463132	-	He_78w_RNA_XistBxC_-+_XX_3	He	female	Aged	1	35	1	35
chrX	Elf4	48411048	48463132	-	He_78w_RNA_XistBxC_-+_XX_1	He	female	Aged	1	66	1	35
chrX	Elf4	48411048	48463132	-	He_78w_RNA_XistBxC_+y_XY_1	He	male	Aged	1	83	1	77
chrX	Elf4	48411048	48463132	-	He_78w_RNA_XistBxC_+y_XY_2	He	male	Aged	1	89	1	77
chrX	Elf4	48411048	48463132	-	He_78w_RNA_XistBxC_+y_XY_3	He	male	Aged	0,99	77	1	77
chrX	Elf4	48411048	48463132	-	Ki_78w_RNA_XistBxC_-+_XX_1	Ki	female	Aged	1	39	1	33
chrX	Elf4	48411048	48463132	-	Ki_78w_RNA_XistBxC_-+_XX_3	Ki	female	Aged	1	33	1	33
chrX	Elf4	48411048	48463132	-	Ki_78w_RNA_XistBxC_-+_XX_2	Ki	female	Aged	1	35	1	33
chrX	Elf4	48411048	48463132	-	Ki_78w_RNA_XistBxC_+y_XY_3	Ki	male	Aged	1	33	1	22
chrX	Elf4	48411048	48463132	-	Ki_78w_RNA_XistBxC_+y_XY_2	Ki	male	Aged	1	22	1	22
chrX	Elf4	48411048	48463132	-	Ki_78w_RNA_XistBxC_+y_XY_1	Ki	male	Aged	1	145	1	22
chrX	Elf4	48411048	48463132	-	Lu_78w_RNA_XistBxC_-+_XX_2	Lu	female	Aged	1	152	1	152
chrX	Elf4	48411048	48463132	-	Lu_78w_RNA_XistBxC_-+_XX_1	Lu	female	Aged	0,99	165	1	152
chrX	Elf4	48411048	48463132	-	Lu_78w_RNA_XistBxC_-+_XX_3	Lu	female	Aged	1	173	1	152
chrX	Elf4	48411048	48463132	-	Lu_78w_RNA_XistBxC_+y_XY_3	Lu	male	Aged	1	293	1	161
chrX	Elf4	48411048	48463132	-	Lu_78w_RNA_XistBxC_+y_XY_2	Lu	male	Aged	1	242	1	161
chrX	Elf4	48411048	48463132	-	Lu_78w_RNA_XistBxC_+y_XY_1	Lu	male	Aged	1	161	1	161
chrX	Elf4	48411048	48463132	-	Sp_78w_RNA_XistBxC_-+_XX_1	Sp	female	Aged	1	493	1	340
chrX	Elf4	48411048	48463132	-	Sp_78w_RNA_XistBxC_-+_XX_3	Sp	female	Aged	1	515	1	340
chrX	Elf4	48411048	48463132	-	Sp_78w_RNA_XistBxC_-+_XX_2	Sp	female	Aged	1	340	1	340
chrX	Elf4	48411048	48463132	-	Sp_78w_RNA_XistBxC_+y_XY_2	Sp	male	Aged	1	695	1	508
chrX	Elf4	48411048	48463132	-	Sp_78w_RNA_XistBxC_+y_XY_3	Sp	male	Aged	1	508	1	508
chrX	Elf4	48411048	48463132	-	Sp_78w_RNA_XistBxC_+y_XY_1	Sp	male	Aged	1	621	1	508
chrX	Elk1	20933394	20950608	-	Br_78w_RNA_XistBxC_-+_XX_2	Br	female	Aged	1	169	1	169
chrX	Elk1	20933394	20950608	-	Br_78w_RNA_XistBxC_-+_XX_3	Br	female	Aged	1	173	1	169
chrX	Elk1	20933394	20950608	-	Br_78w_RNA_XistBxC_-+_XX_1	Br	female	Aged	1	286	1	169
chrX	Elk1	20933394	20950608	-	Br_78w_RNA_XistBxC_+y_XY_1	Br	male	Aged	1	235	1	235
chrX	Elk1	20933394	20950608	-	Br_78w_RNA_XistBxC_+y_XY_2	Br	male	Aged	1	262	1	235
chrX	Elk1	20933394	20950608	-	Br_78w_RNA_XistBxC_+y_XY_3	Br	male	Aged	1	279	1	235
chrX	Elk1	20933394	20950608	-	He_78w_RNA_XistBxC_-+_XX_3	He	female	Aged	1	23	1	23
chrX	Elk1	20933394	20950608	-	He_78w_RNA_XistBxC_-+_XX_1	He	female	Aged	0,98	45	1	23
chrX	Elk1	20933394	20950608	-	He_78w_RNA_XistBxC_-+_XX_2	He	female	Aged	1	48	1	23
chrX	Elk1	20933394	20950608	-	He_78w_RNA_XistBxC_+y_XY_2	He	male	Aged	1	67	1	35
chrX	Elk1	20933394	20950608	-	He_78w_RNA_XistBxC_+y_XY_1	He	male	Aged	1	35	1	35
chrX	Elk1	20933394	20950608	-	He_78w_RNA_XistBxC_+y_XY_3	He	male	Aged	1	64	1	35
chrX	Elk1	20933394	20950608	-	Ki_78w_RNA_XistBxC_-+_XX_2	Ki	female	Aged	1	25	1	25
chrX	Elk1	20933394	20950608	-	Ki_78w_RNA_XistBxC_-+_XX_1	Ki	female	Aged	1	34	1	25
chrX	Elk1	20933394	20950608	-	Ki_78w_RNA_XistBxC_-+_XX_3	Ki	female	Aged	1	29	1	25
chrX	Elk1	20933394	20950608	-	Ki_78w_RNA_XistBxC_+y_XY_1	Ki	male	Aged	1	79	1	37
chrX	Elk1	20933394	20950608	-	Ki_78w_RNA_XistBxC_+y_XY_3	Ki	male	Aged	1	42	1	37
chrX	Elk1	20933394	20950608	-	Ki_78w_RNA_XistBxC_+y_XY_2	Ki	male	Aged	1	37	1	37
chrX	Elk1	20933394	20950608	-	Li_78w_RNA_XistBxC_+y_XY_3	Li	male	Aged	1	24	1	24
chrX	Elk1	20933394	20950608	-	Li_78w_RNA_XistBxC_+y_XY_2	Li	male	Aged	1	39	1	24
chrX	Elk1	20933394	20950608	-	Li_78w_RNA_XistBxC_+y_XY_1	Li	male	Aged	1	33	1	24
chrX	Elk1	20933394	20950608	-	Lu_78w_RNA_XistBxC_-+_XX_3	Lu	female	Aged	1	48	1	42
chrX	Elk1	20933394	20950608	-	Lu_78w_RNA_XistBxC_-+_XX_2	Lu	female	Aged	1	42	1	42
chrX	Elk1	20933394	20950608	-	Lu_78w_RNA_XistBxC_-+_XX_1	Lu	female	Aged	1	55	1	42
chrX	Elk1	20933394	20950608	-	Lu_78w_RNA_XistBxC_+y_XY_1	Lu	male	Aged	1	51	1	51
chrX	Elk1	20933394	20950608	-	Lu_78w_RNA_XistBxC_+y_XY_3	Lu	male	Aged	1	76	1	51
chrX	Elk1	20933394	20950608	-	Lu_78w_RNA_XistBxC_+y_XY_2	Lu	male	Aged	1	73	1	51
chrX	Elk1	20933394	20950608	-	Mu_78w_RNA_XistBxC_-+_XX_2	Mu	female	Aged	1	26	1	26
chrX	Elk1	20933394	20950608	-	Mu_78w_RNA_XistBxC_-+_XX_1	Mu	female	Aged	1	47	1	26
chrX	Elk1	20933394	20950608	-	Mu_78w_RNA_XistBxC_-+_XX_3	Mu	female	Aged	1	44	1	26
chrX	Elk1	20933394	20950608	-	Mu_78w_RNA_XistBxC_+y_XY_1	Mu	male	Aged	1	43	1	43
chrX	Elk1	20933394	20950608	-	Mu_78w_RNA_XistBxC_+y_XY_3	Mu	male	Aged	1	53	1	43
chrX	Elk1	20933394	20950608	-	Mu_78w_RNA_XistBxC_+y_XY_2	Mu	male	Aged	1	44	1	43
chrX	Elk1	20933394	20950608	-	Sp_78w_RNA_XistBxC_-+_XX_1	Sp	female	Aged	1	50	1	43
chrX	Elk1	20933394	20950608	-	Sp_78w_RNA_XistBxC_-+_XX_3	Sp	female	Aged	1	43	1	43
chrX	Elk1	20933394	20950608	-	Sp_78w_RNA_XistBxC_-+_XX_2	Sp	female	Aged	1	50	1	43
chrX	Elk1	20933394	20950608	-	Sp_78w_RNA_XistBxC_+y_XY_2	Sp	male	Aged	1	60	1	59
chrX	Elk1	20933394	20950608	-	Sp_78w_RNA_XistBxC_+y_XY_3	Sp	male	Aged	1	59	1	59
chrX	Elk1	20933394	20950608	-	Sp_78w_RNA_XistBxC_+y_XY_1	Sp	male	Aged	1	75	1	59
chrX	Emd	74254671	74261563	+	Br_78w_RNA_XistBxC_-+_XX_1	Br	female	Aged	0,99	77	0,99	54
chrX	Emd	74254671	74261563	+	Br_78w_RNA_XistBxC_-+_XX_3	Br	female	Aged	1	59	0,99	54
chrX	Emd	74254671	74261563	+	Br_78w_RNA_XistBxC_-+_XX_2	Br	female	Aged	0,96	54	0,99	54
chrX	Emd	74254671	74261563	+	Br_78w_RNA_XistBxC_+y_XY_3	Br	male	Aged	0,97	79	0,99	70
chrX	Emd	74254671	74261563	+	Br_78w_RNA_XistBxC_+y_XY_2	Br	male	Aged	1	89	0,99	70
chrX	Emd	74254671	74261563	+	Br_78w_RNA_XistBxC_+y_XY_1	Br	male	Aged	0,99	70	0,99	70
chrX	Emd	74254671	74261563	+	He_78w_RNA_XistBxC_-+_XX_2	He	female	Aged	0,95	56	1	56
chrX	Emd	74254671	74261563	+	He_78w_RNA_XistBxC_-+_XX_3	He	female	Aged	1	58	1	56
chrX	Emd	74254671	74261563	+	He_78w_RNA_XistBxC_-+_XX_1	He	female	Aged	1	84	1	56
chrX	Emd	74254671	74261563	+	He_78w_RNA_XistBxC_+y_XY_1	He	male	Aged	0,94	101	0,95	95
chrX	Emd	74254671	74261563	+	He_78w_RNA_XistBxC_+y_XY_3	He	male	Aged	0,95	95	0,95	95
chrX	Emd	74254671	74261563	+	He_78w_RNA_XistBxC_+y_XY_2	He	male	Aged	0,97	153	0,95	95
chrX	Emd	74254671	74261563	+	Ki_78w_RNA_XistBxC_-+_XX_3	Ki	female	Aged	1	75	1	70
chrX	Emd	74254671	74261563	+	Ki_78w_RNA_XistBxC_-+_XX_1	Ki	female	Aged	1	93	1	70
chrX	Emd	74254671	74261563	+	Ki_78w_RNA_XistBxC_-+_XX_2	Ki	female	Aged	0,97	70	1	70
chrX	Emd	74254671	74261563	+	Ki_78w_RNA_XistBxC_+y_XY_2	Ki	male	Aged	0,99	143	0,99	69
chrX	Emd	74254671	74261563	+	Ki_78w_RNA_XistBxC_+y_XY_1	Ki	male	Aged	0,99	182	0,99	69
chrX	Emd	74254671	74261563	+	Ki_78w_RNA_XistBxC_+y_XY_3	Ki	male	Aged	1	69	0,99	69
chrX	Emd	74254671	74261563	+	Li_78w_RNA_XistBxC_-+_XX_3	Li	female	Aged	0,98	62	1	37
chrX	Emd	74254671	74261563	+	Li_78w_RNA_XistBxC_-+_XX_2	Li	female	Aged	1	37	1	37
chrX	Emd	74254671	74261563	+	Li_78w_RNA_XistBxC_-+_XX_1	Li	female	Aged	1	55	1	37
chrX	Emd	74254671	74261563	+	Li_78w_RNA_XistBxC_+y_XY_1	Li	male	Aged	0,97	62	0,96	57
chrX	Emd	74254671	74261563	+	Li_78w_RNA_XistBxC_+y_XY_3	Li	male	Aged	0,96	57	0,96	57
chrX	Emd	74254671	74261563	+	Li_78w_RNA_XistBxC_+y_XY_2	Li	male	Aged	0,96	72	0,96	57
chrX	Emd	74254671	74261563	+	Lu_78w_RNA_XistBxC_-+_XX_3	Lu	female	Aged	0,98	114	0,98	112
chrX	Emd	74254671	74261563	+	Lu_78w_RNA_XistBxC_-+_XX_1	Lu	female	Aged	0,99	112	0,98	112
chrX	Emd	74254671	74261563	+	Lu_78w_RNA_XistBxC_-+_XX_2	Lu	female	Aged	0,98	127	0,98	112
chrX	Emd	74254671	74261563	+	Lu_78w_RNA_XistBxC_+y_XY_2	Lu	male	Aged	0,98	320	0,99	218
chrX	Emd	74254671	74261563	+	Lu_78w_RNA_XistBxC_+y_XY_3	Lu	male	Aged	0,99	229	0,99	218
chrX	Emd	74254671	74261563	+	Lu_78w_RNA_XistBxC_+y_XY_1	Lu	male	Aged	1	218	0,99	218
chrX	Emd	74254671	74261563	+	Mu_78w_RNA_XistBxC_-+_XX_2	Mu	female	Aged	0,97	32	0,97	32
chrX	Emd	74254671	74261563	+	Mu_78w_RNA_XistBxC_-+_XX_1	Mu	female	Aged	0,97	36	0,97	32
chrX	Emd	74254671	74261563	+	Mu_78w_RNA_XistBxC_-+_XX_3	Mu	female	Aged	0,98	47	0,97	32
chrX	Emd	74254671	74261563	+	Mu_78w_RNA_XistBxC_+y_XY_2	Mu	male	Aged	0,95	79	0,95	73
chrX	Emd	74254671	74261563	+	Mu_78w_RNA_XistBxC_+y_XY_1	Mu	male	Aged	0,92	89	0,95	73
chrX	Emd	74254671	74261563	+	Mu_78w_RNA_XistBxC_+y_XY_3	Mu	male	Aged	0,96	73	0,95	73
chrX	Emd	74254671	74261563	+	Sp_78w_RNA_XistBxC_-+_XX_3	Sp	female	Aged	1	151	1	131
chrX	Emd	74254671	74261563	+	Sp_78w_RNA_XistBxC_-+_XX_2	Sp	female	Aged	0,99	137	1	131
chrX	Emd	74254671	74261563	+	Sp_78w_RNA_XistBxC_-+_XX_1	Sp	female	Aged	1	131	1	131
chrX	Emd	74254671	74261563	+	Sp_78w_RNA_XistBxC_+y_XY_2	Sp	male	Aged	0,99	193	0,99	151
chrX	Emd	74254671	74261563	+	Sp_78w_RNA_XistBxC_+y_XY_1	Sp	male	Aged	0,99	189	0,99	151
chrX	Emd	74254671	74261563	+	Sp_78w_RNA_XistBxC_+y_XY_3	Sp	male	Aged	0,99	151	0,99	151
chrX	Enox2	49009706	49288244	-	Br_78w_RNA_XistBxC_-+_XX_3	Br	female	Aged	1	55	1	38
chrX	Enox2	49009706	49288244	-	Br_78w_RNA_XistBxC_-+_XX_2	Br	female	Aged	1	38	1	38
chrX	Enox2	49009706	49288244	-	Br_78w_RNA_XistBxC_-+_XX_1	Br	female	Aged	1	93	1	38
chrX	Enox2	49009706	49288244	-	Br_78w_RNA_XistBxC_+y_XY_3	Br	male	Aged	1	87	1	69
chrX	Enox2	49009706	49288244	-	Br_78w_RNA_XistBxC_+y_XY_1	Br	male	Aged	1	69	1	69
chrX	Enox2	49009706	49288244	-	Br_78w_RNA_XistBxC_+y_XY_2	Br	male	Aged	1	94	1	69
chrX	Enox2	49009706	49288244	-	He_78w_RNA_XistBxC_-+_XX_2	He	female	Aged	0,95	37	1	22
chrX	Enox2	49009706	49288244	-	He_78w_RNA_XistBxC_-+_XX_3	He	female	Aged	1	22	1	22
chrX	Enox2	49009706	49288244	-	He_78w_RNA_XistBxC_-+_XX_1	He	female	Aged	1	53	1	22
chrX	Enox2	49009706	49288244	-	He_78w_RNA_XistBxC_+y_XY_3	He	male	Aged	1	53	1	40
chrX	Enox2	49009706	49288244	-	He_78w_RNA_XistBxC_+y_XY_1	He	male	Aged	1	40	1	40
chrX	Enox2	49009706	49288244	-	He_78w_RNA_XistBxC_+y_XY_2	He	male	Aged	1	59	1	40
chrX	Enox2	49009706	49288244	-	Ki_78w_RNA_XistBxC_-+_XX_1	Ki	female	Aged	1	48	1	48
chrX	Enox2	49009706	49288244	-	Ki_78w_RNA_XistBxC_-+_XX_2	Ki	female	Aged	1	59	1	48
chrX	Enox2	49009706	49288244	-	Ki_78w_RNA_XistBxC_-+_XX_3	Ki	female	Aged	1	49	1	48
chrX	Enox2	49009706	49288244	-	Ki_78w_RNA_XistBxC_+y_XY_3	Ki	male	Aged	1	77	1	77
chrX	Enox2	49009706	49288244	-	Ki_78w_RNA_XistBxC_+y_XY_2	Ki	male	Aged	1	77	1	77
chrX	Enox2	49009706	49288244	-	Ki_78w_RNA_XistBxC_+y_XY_1	Ki	male	Aged	1	121	1	77
chrX	Enox2	49009706	49288244	-	Li_78w_RNA_XistBxC_-+_XX_2	Li	female	Aged	1	26	1	21
chrX	Enox2	49009706	49288244	-	Li_78w_RNA_XistBxC_-+_XX_3	Li	female	Aged	1	21	1	21
chrX	Enox2	49009706	49288244	-	Li_78w_RNA_XistBxC_-+_XX_1	Li	female	Aged	1	24	1	21
chrX	Enox2	49009706	49288244	-	Li_78w_RNA_XistBxC_+y_XY_2	Li	male	Aged	1	82	1	41
chrX	Enox2	49009706	49288244	-	Li_78w_RNA_XistBxC_+y_XY_1	Li	male	Aged	1	59	1	41
chrX	Enox2	49009706	49288244	-	Li_78w_RNA_XistBxC_+y_XY_3	Li	male	Aged	1	41	1	41
chrX	Enox2	49009706	49288244	-	Lu_78w_RNA_XistBxC_-+_XX_2	Lu	female	Aged	1	44	1	41
chrX	Enox2	49009706	49288244	-	Lu_78w_RNA_XistBxC_-+_XX_3	Lu	female	Aged	1	41	1	41
chrX	Enox2	49009706	49288244	-	Lu_78w_RNA_XistBxC_-+_XX_1	Lu	female	Aged	1	57	1	41
chrX	Enox2	49009706	49288244	-	Lu_78w_RNA_XistBxC_+y_XY_1	Lu	male	Aged	1	64	1	64
chrX	Enox2	49009706	49288244	-	Lu_78w_RNA_XistBxC_+y_XY_3	Lu	male	Aged	1	103	1	64
chrX	Enox2	49009706	49288244	-	Lu_78w_RNA_XistBxC_+y_XY_2	Lu	male	Aged	1	105	1	64
chrX	Enox2	49009706	49288244	-	Mu_78w_RNA_XistBxC_-+_XX_3	Mu	female	Aged	1	103	1	103
chrX	Enox2	49009706	49288244	-	Mu_78w_RNA_XistBxC_-+_XX_1	Mu	female	Aged	0,99	195	1	103
chrX	Enox2	49009706	49288244	-	Mu_78w_RNA_XistBxC_-+_XX_2	Mu	female	Aged	1	106	1	103
chrX	Enox2	49009706	49288244	-	Mu_78w_RNA_XistBxC_+y_XY_2	Mu	male	Aged	1	223	1	59
chrX	Enox2	49009706	49288244	-	Mu_78w_RNA_XistBxC_+y_XY_3	Mu	male	Aged	1	59	1	59
chrX	Enox2	49009706	49288244	-	Mu_78w_RNA_XistBxC_+y_XY_1	Mu	male	Aged	1	212	1	59
chrX	Enox2	49009706	49288244	-	Sp_78w_RNA_XistBxC_-+_XX_3	Sp	female	Aged	1	59	1	59
chrX	Enox2	49009706	49288244	-	Sp_78w_RNA_XistBxC_-+_XX_1	Sp	female	Aged	1	95	1	59
chrX	Enox2	49009706	49288244	-	Sp_78w_RNA_XistBxC_-+_XX_2	Sp	female	Aged	1	63	1	59
chrX	Enox2	49009706	49288244	-	Sp_78w_RNA_XistBxC_+y_XY_3	Sp	male	Aged	1	130	1	128
chrX	Enox2	49009706	49288244	-	Sp_78w_RNA_XistBxC_+y_XY_1	Sp	male	Aged	0,99	132	1	128
chrX	Enox2	49009706	49288244	-	Sp_78w_RNA_XistBxC_+y_XY_2	Sp	male	Aged	1	128	1	128
chrX	Ercc6l	102142819	102157091	-	Sp_78w_RNA_XistBxC_-+_XX_2	Sp	female	Aged	1	101	1	25
chrX	Ercc6l	102142819	102157091	-	Sp_78w_RNA_XistBxC_-+_XX_1	Sp	female	Aged	1	53	1	25
chrX	Ercc6l	102142819	102157091	-	Sp_78w_RNA_XistBxC_-+_XX_3	Sp	female	Aged	1	25	1	25
chrX	Ercc6l	102142819	102157091	-	Sp_78w_RNA_XistBxC_+y_XY_1	Sp	male	Aged	1	28	1	20
chrX	Ercc6l	102142819	102157091	-	Sp_78w_RNA_XistBxC_+y_XY_2	Sp	male	Aged	1	20	1	20
chrX	Ercc6l	102142819	102157091	-	Sp_78w_RNA_XistBxC_+y_XY_3	Sp	male	Aged	1	29	1	20
chrX	F630028O10Rik	96239925	96243642	+	Lu_78w_RNA_XistBxC_-+_XX_2	Lu	female	Aged	0,98	42	0,89	28
chrX	F630028O10Rik	96239925	96243642	+	Lu_78w_RNA_XistBxC_-+_XX_3	Lu	female	Aged	0,86	28	0,89	28
chrX	F630028O10Rik	96239925	96243642	+	Lu_78w_RNA_XistBxC_-+_XX_1	Lu	female	Aged	0,89	37	0,89	28
chrX	F630028O10Rik	96239925	96243642	+	Lu_78w_RNA_XistBxC_+y_XY_2	Lu	male	Aged	1	57	1	51
chrX	F630028O10Rik	96239925	96243642	+	Lu_78w_RNA_XistBxC_+y_XY_1	Lu	male	Aged	1	67	1	51
chrX	F630028O10Rik	96239925	96243642	+	Lu_78w_RNA_XistBxC_+y_XY_3	Lu	male	Aged	1	51	1	51
chrX	F630028O10Rik	96239925	96243642	+	Sp_78w_RNA_XistBxC_-+_XX_3	Sp	female	Aged	0,99	111	0,99	104
chrX	F630028O10Rik	96239925	96243642	+	Sp_78w_RNA_XistBxC_-+_XX_2	Sp	female	Aged	1	104	0,99	104
chrX	F630028O10Rik	96239925	96243642	+	Sp_78w_RNA_XistBxC_-+_XX_1	Sp	female	Aged	0,97	273	0,99	104
chrX	F630028O10Rik	96239925	96243642	+	Sp_78w_RNA_XistBxC_+y_XY_2	Sp	male	Aged	1	151	1	120
chrX	F630028O10Rik	96239925	96243642	+	Sp_78w_RNA_XistBxC_+y_XY_3	Sp	male	Aged	1	120	1	120
chrX	F630028O10Rik	96239925	96243642	+	Sp_78w_RNA_XistBxC_+y_XY_1	Sp	male	Aged	1	155	1	120
chrX	F8	75170343	75383525	-	Ki_78w_RNA_XistBxC_-+_XX_2	Ki	female	Aged	1	52	1	52
chrX	F8	75170343	75383525	-	Ki_78w_RNA_XistBxC_-+_XX_3	Ki	female	Aged	1	54	1	52
chrX	F8	75170343	75383525	-	Ki_78w_RNA_XistBxC_-+_XX_1	Ki	female	Aged	1	54	1	52
