chr	name	start	end	strand	sample	organ	sex	age	allelic_ratio	total_reads	median_allelic_ratio	min_total_reads
chrX	Atp2b3	73503022	73573275	+	Mu_9w_RNA_XistxC_-+_XX_2	Mu	female	Adult	1	109	1	82
chrX	Atp2b3	73503022	73573275	+	Mu_9w_RNA_XistxC_+y_XY_1	Mu	male	Adult	1	128	1	98
chrX	Atp2b3	73503022	73573275	+	Mu_9w_RNA_XistxC_+y_XY_2	Mu	male	Adult	1	106	1	98
chrX	Atp2b3	73503022	73573275	+	Mu_9w_RNA_XistxC_+y_XY_3	Mu	male	Adult	1	98	1	98
chrX	Atp6ap1	74294906	74304721	+	Br_9w_RNA_XistxC_-+_XX_3	Br	female	Adult	1	52	1	48
chrX	Atp6ap1	74294906	74304721	+	Br_9w_RNA_XistxC_-+_XX_1	Br	female	Adult	1	48	1	48
chrX	Atp6ap1	74294906	74304721	+	Br_9w_RNA_XistxC_-+_XX_2	Br	female	Adult	1	50	1	48
chrX	Atp6ap1	74294906	74304721	+	Br_9w_RNA_XistxC_+y_XY_3	Br	male	Adult	1	58	1	58
chrX	Atp6ap1	74294906	74304721	+	Br_9w_RNA_XistxC_+y_XY_2	Br	male	Adult	1	72	1	58
chrX	Atp6ap1	74294906	74304721	+	Br_9w_RNA_XistxC_+y_XY_1	Br	male	Adult	1	64	1	58
chrX	Atp6ap1	74294906	74304721	+	Lu_9w_RNA_XistxC_-+_XX_1	Lu	female	Adult	1	25	1	25
chrX	Atp6ap1	74294906	74304721	+	Lu_9w_RNA_XistxC_-+_XX_3	Lu	female	Adult	1	27	1	25
chrX	Atp6ap1	74294906	74304721	+	Lu_9w_RNA_XistxC_-+_XX_2	Lu	female	Adult	1	37	1	25
chrX	Atp6ap1	74294906	74304721	+	Lu_9w_RNA_XistxC_+y_XY_3	Lu	male	Adult	0,97	39	1	31
chrX	Atp6ap1	74294906	74304721	+	Lu_9w_RNA_XistxC_+y_XY_2	Lu	male	Adult	1	31	1	31
chrX	Atp6ap1	74294906	74304721	+	Lu_9w_RNA_XistxC_+y_XY_1	Lu	male	Adult	1	32	1	31
chrX	Atp6ap1	74294906	74304721	+	Sp_9w_RNA_XistxC_-+_XX_3	Sp	female	Adult	1	46	1	31
chrX	Atp6ap1	74294906	74304721	+	Sp_9w_RNA_XistxC_-+_XX_2	Sp	female	Adult	1	31	1	31
chrX	Atp6ap1	74294906	74304721	+	Sp_9w_RNA_XistxC_-+_XX_1	Sp	female	Adult	1	54	1	31
chrX	Atp6ap1	74294906	74304721	+	Sp_9w_RNA_XistxC_+y_XY_1	Sp	male	Adult	1	41	1	27
chrX	Atp6ap1	74294906	74304721	+	Sp_9w_RNA_XistxC_+y_XY_2	Sp	male	Adult	1	27	1	27
chrX	Atp6ap1	74294906	74304721	+	Sp_9w_RNA_XistxC_+y_XY_3	Sp	male	Adult	1	38	1	27
chrX	Atp6ap2	12587758	12617051	+	Br_9w_RNA_XistxC_-+_XX_2	Br	female	Adult	1	899	1	793
chrX	Atp6ap2	12587758	12617051	+	Br_9w_RNA_XistxC_-+_XX_3	Br	female	Adult	1	1009	1	793
chrX	Atp6ap2	12587758	12617051	+	Br_9w_RNA_XistxC_-+_XX_1	Br	female	Adult	1	793	1	793
chrX	Atp6ap2	12587758	12617051	+	Br_9w_RNA_XistxC_+y_XY_2	Br	male	Adult	1	971	1	890
chrX	Atp6ap2	12587758	12617051	+	Br_9w_RNA_XistxC_+y_XY_3	Br	male	Adult	1	890	1	890
chrX	Atp6ap2	12587758	12617051	+	Br_9w_RNA_XistxC_+y_XY_1	Br	male	Adult	1	1061	1	890
chrX	Atp6ap2	12587758	12617051	+	He_9w_RNA_XistxC_-+_XX_2	He	female	Adult	1	125	1	69
chrX	Atp6ap2	12587758	12617051	+	He_9w_RNA_XistxC_-+_XX_3	He	female	Adult	1	69	1	69
chrX	Atp6ap2	12587758	12617051	+	He_9w_RNA_XistxC_-+_XX_1	He	female	Adult	1	93	1	69
chrX	Atp6ap2	12587758	12617051	+	He_9w_RNA_XistxC_+y_XY_1	He	male	Adult	1	66	1	66
chrX	Atp6ap2	12587758	12617051	+	He_9w_RNA_XistxC_+y_XY_3	He	male	Adult	1	100	1	66
chrX	Atp6ap2	12587758	12617051	+	He_9w_RNA_XistxC_+y_XY_2	He	male	Adult	1	104	1	66
chrX	Atp6ap2	12587758	12617051	+	Ki_9w_RNA_XistxC_-+_XX_1	Ki	female	Adult	1	392	1	392
chrX	Atp6ap2	12587758	12617051	+	Ki_9w_RNA_XistxC_-+_XX_2	Ki	female	Adult	0,99	396	1	392
chrX	Atp6ap2	12587758	12617051	+	Ki_9w_RNA_XistxC_-+_XX_3	Ki	female	Adult	1	475	1	392
chrX	Atp6ap2	12587758	12617051	+	Ki_9w_RNA_XistxC_+y_XY_1	Ki	male	Adult	1	388	1	353
chrX	Atp6ap2	12587758	12617051	+	Ki_9w_RNA_XistxC_+y_XY_3	Ki	male	Adult	1	353	1	353
chrX	Atp6ap2	12587758	12617051	+	Ki_9w_RNA_XistxC_+y_XY_2	Ki	male	Adult	1	515	1	353
chrX	Atp6ap2	12587758	12617051	+	Li_9w_RNA_XistxC_-+_XX_2	Li	female	Adult	1	130	1	130
chrX	Atp6ap2	12587758	12617051	+	Li_9w_RNA_XistxC_-+_XX_1	Li	female	Adult	1	144	1	130
chrX	Atp6ap2	12587758	12617051	+	Li_9w_RNA_XistxC_-+_XX_3	Li	female	Adult	1	147	1	130
chrX	Atp6ap2	12587758	12617051	+	Li_9w_RNA_XistxC_+y_XY_1	Li	male	Adult	1	119	1	119
chrX	Atp6ap2	12587758	12617051	+	Li_9w_RNA_XistxC_+y_XY_3	Li	male	Adult	1	147	1	119
chrX	Atp6ap2	12587758	12617051	+	Li_9w_RNA_XistxC_+y_XY_2	Li	male	Adult	1	163	1	119
chrX	Atp6ap2	12587758	12617051	+	Lu_9w_RNA_XistxC_-+_XX_1	Lu	female	Adult	1	329	1	321
chrX	Atp6ap2	12587758	12617051	+	Lu_9w_RNA_XistxC_-+_XX_3	Lu	female	Adult	1	321	1	321
chrX	Atp6ap2	12587758	12617051	+	Lu_9w_RNA_XistxC_-+_XX_2	Lu	female	Adult	1	335	1	321
chrX	Atp6ap2	12587758	12617051	+	Lu_9w_RNA_XistxC_+y_XY_3	Lu	male	Adult	1	280	1	280
chrX	Atp6ap2	12587758	12617051	+	Lu_9w_RNA_XistxC_+y_XY_2	Lu	male	Adult	1	429	1	280
chrX	Atp6ap2	12587758	12617051	+	Lu_9w_RNA_XistxC_+y_XY_1	Lu	male	Adult	1	438	1	280
chrX	Atp6ap2	12587758	12617051	+	Mu_9w_RNA_XistxC_-+_XX_3	Mu	female	Adult	1	53	1	53
chrX	Atp6ap2	12587758	12617051	+	Mu_9w_RNA_XistxC_-+_XX_1	Mu	female	Adult	1	54	1	53
chrX	Atp6ap2	12587758	12617051	+	Mu_9w_RNA_XistxC_-+_XX_2	Mu	female	Adult	1	63	1	53
chrX	Atp6ap2	12587758	12617051	+	Mu_9w_RNA_XistxC_+y_XY_3	Mu	male	Adult	1	53	1	53
chrX	Atp6ap2	12587758	12617051	+	Mu_9w_RNA_XistxC_+y_XY_2	Mu	male	Adult	1	55	1	53
chrX	Atp6ap2	12587758	12617051	+	Mu_9w_RNA_XistxC_+y_XY_1	Mu	male	Adult	1	72	1	53
chrX	Atp6ap2	12587758	12617051	+	Sp_9w_RNA_XistxC_-+_XX_3	Sp	female	Adult	1	273	1	273
chrX	Atp6ap2	12587758	12617051	+	Sp_9w_RNA_XistxC_-+_XX_2	Sp	female	Adult	1	278	1	273
chrX	Atp6ap2	12587758	12617051	+	Sp_9w_RNA_XistxC_-+_XX_1	Sp	female	Adult	1	398	1	273
chrX	Atp6ap2	12587758	12617051	+	Sp_9w_RNA_XistxC_+y_XY_2	Sp	male	Adult	1	283	1	252
chrX	Atp6ap2	12587758	12617051	+	Sp_9w_RNA_XistxC_+y_XY_1	Sp	male	Adult	1	280	1	252
chrX	Atp6ap2	12587758	12617051	+	Sp_9w_RNA_XistxC_+y_XY_3	Sp	male	Adult	1	252	1	252
chrX	Atp7a	106027223	106128160	+	Br_9w_RNA_XistxC_-+_XX_1	Br	female	Adult	1	103	1	103
chrX	Atp7a	106027223	106128160	+	Br_9w_RNA_XistxC_-+_XX_2	Br	female	Adult	0,98	114	1	103
chrX	Atp7a	106027223	106128160	+	Br_9w_RNA_XistxC_-+_XX_3	Br	female	Adult	1	117	1	103
chrX	Atp7a	106027223	106128160	+	Br_9w_RNA_XistxC_+y_XY_2	Br	male	Adult	1	100	1	85
chrX	Atp7a	106027223	106128160	+	Br_9w_RNA_XistxC_+y_XY_1	Br	male	Adult	1	118	1	85
chrX	Atp7a	106027223	106128160	+	Br_9w_RNA_XistxC_+y_XY_3	Br	male	Adult	1	85	1	85
chrX	Atp7a	106027223	106128160	+	He_9w_RNA_XistxC_-+_XX_1	He	female	Adult	0,99	84	1	67
chrX	Atp7a	106027223	106128160	+	He_9w_RNA_XistxC_-+_XX_3	He	female	Adult	1	67	1	67
chrX	Atp7a	106027223	106128160	+	He_9w_RNA_XistxC_-+_XX_2	He	female	Adult	1	104	1	67
chrX	Atp7a	106027223	106128160	+	He_9w_RNA_XistxC_+y_XY_2	He	male	Adult	1	57	1	57
chrX	Atp7a	106027223	106128160	+	He_9w_RNA_XistxC_+y_XY_1	He	male	Adult	1	61	1	57
chrX	Atp7a	106027223	106128160	+	He_9w_RNA_XistxC_+y_XY_3	He	male	Adult	1	61	1	57
chrX	Atp7a	106027223	106128160	+	Ki_9w_RNA_XistxC_-+_XX_3	Ki	female	Adult	1	244	1	189
chrX	Atp7a	106027223	106128160	+	Ki_9w_RNA_XistxC_-+_XX_2	Ki	female	Adult	1	189	1	189
chrX	Atp7a	106027223	106128160	+	Ki_9w_RNA_XistxC_-+_XX_1	Ki	female	Adult	1	196	1	189
chrX	Atp7a	106027223	106128160	+	Ki_9w_RNA_XistxC_+y_XY_3	Ki	male	Adult	1	116	1	116
chrX	Atp7a	106027223	106128160	+	Ki_9w_RNA_XistxC_+y_XY_2	Ki	male	Adult	1	206	1	116
chrX	Atp7a	106027223	106128160	+	Ki_9w_RNA_XistxC_+y_XY_1	Ki	male	Adult	1	222	1	116
chrX	Atp7a	106027223	106128160	+	Li_9w_RNA_XistxC_-+_XX_1	Li	female	Adult	1	41	1	41
chrX	Atp7a	106027223	106128160	+	Li_9w_RNA_XistxC_-+_XX_3	Li	female	Adult	1	48	1	41
chrX	Atp7a	106027223	106128160	+	Li_9w_RNA_XistxC_-+_XX_2	Li	female	Adult	1	56	1	41
chrX	Atp7a	106027223	106128160	+	Li_9w_RNA_XistxC_+y_XY_2	Li	male	Adult	1	68	1	32
chrX	Atp7a	106027223	106128160	+	Li_9w_RNA_XistxC_+y_XY_3	Li	male	Adult	1	41	1	32
chrX	Atp7a	106027223	106128160	+	Li_9w_RNA_XistxC_+y_XY_1	Li	male	Adult	0,97	32	1	32
chrX	Atp7a	106027223	106128160	+	Lu_9w_RNA_XistxC_-+_XX_1	Lu	female	Adult	0,98	378	0,99	378
chrX	Atp7a	106027223	106128160	+	Lu_9w_RNA_XistxC_-+_XX_2	Lu	female	Adult	0,99	397	0,99	378
chrX	Atp7a	106027223	106128160	+	Lu_9w_RNA_XistxC_-+_XX_3	Lu	female	Adult	1	408	0,99	378
chrX	Atp7a	106027223	106128160	+	Lu_9w_RNA_XistxC_+y_XY_2	Lu	male	Adult	1	522	1	370
chrX	Atp7a	106027223	106128160	+	Lu_9w_RNA_XistxC_+y_XY_3	Lu	male	Adult	1	370	1	370
chrX	Atp7a	106027223	106128160	+	Lu_9w_RNA_XistxC_+y_XY_1	Lu	male	Adult	1	428	1	370
chrX	Atp7a	106027223	106128160	+	Mu_9w_RNA_XistxC_-+_XX_1	Mu	female	Adult	1	87	1	71
chrX	Atp7a	106027223	106128160	+	Mu_9w_RNA_XistxC_-+_XX_2	Mu	female	Adult	1	80	1	71
chrX	Atp7a	106027223	106128160	+	Mu_9w_RNA_XistxC_-+_XX_3	Mu	female	Adult	1	71	1	71
chrX	Atp7a	106027223	106128160	+	Mu_9w_RNA_XistxC_+y_XY_2	Mu	male	Adult	1	67	1	57
chrX	Atp7a	106027223	106128160	+	Mu_9w_RNA_XistxC_+y_XY_1	Mu	male	Adult	1	69	1	57
chrX	Atp7a	106027223	106128160	+	Mu_9w_RNA_XistxC_+y_XY_3	Mu	male	Adult	1	57	1	57
chrX	Atp7a	106027223	106128160	+	Sp_9w_RNA_XistxC_-+_XX_1	Sp	female	Adult	1	253	1	178
chrX	Atp7a	106027223	106128160	+	Sp_9w_RNA_XistxC_-+_XX_3	Sp	female	Adult	0,99	178	1	178
chrX	Atp7a	106027223	106128160	+	Sp_9w_RNA_XistxC_-+_XX_2	Sp	female	Adult	1	191	1	178
chrX	Atp7a	106027223	106128160	+	Sp_9w_RNA_XistxC_+y_XY_1	Sp	male	Adult	1	181	1	155
chrX	Atp7a	106027223	106128160	+	Sp_9w_RNA_XistxC_+y_XY_3	Sp	male	Adult	1	155	1	155
chrX	Atp7a	106027223	106128160	+	Sp_9w_RNA_XistxC_+y_XY_2	Sp	male	Adult	1	199	1	155
chrX	Atrx	105797614	105929406	-	Br_9w_RNA_XistxC_-+_XX_1	Br	female	Adult	1	641	1	641
chrX	Atrx	105797614	105929406	-	Br_9w_RNA_XistxC_-+_XX_2	Br	female	Adult	1	748	1	641
chrX	Atrx	105797614	105929406	-	Br_9w_RNA_XistxC_-+_XX_3	Br	female	Adult	1	734	1	641
chrX	Atrx	105797614	105929406	-	Br_9w_RNA_XistxC_+y_XY_1	Br	male	Adult	1	774	1	632
chrX	Atrx	105797614	105929406	-	Br_9w_RNA_XistxC_+y_XY_3	Br	male	Adult	1	632	1	632
chrX	Atrx	105797614	105929406	-	Br_9w_RNA_XistxC_+y_XY_2	Br	male	Adult	1	761	1	632
chrX	Atrx	105797614	105929406	-	He_9w_RNA_XistxC_-+_XX_3	He	female	Adult	1	219	1	219
chrX	Atrx	105797614	105929406	-	He_9w_RNA_XistxC_-+_XX_1	He	female	Adult	1	235	1	219
chrX	Atrx	105797614	105929406	-	He_9w_RNA_XistxC_-+_XX_2	He	female	Adult	1	266	1	219
chrX	Atrx	105797614	105929406	-	He_9w_RNA_XistxC_+y_XY_2	He	male	Adult	1	309	1	212
chrX	Atrx	105797614	105929406	-	He_9w_RNA_XistxC_+y_XY_3	He	male	Adult	1	218	1	212
chrX	Atrx	105797614	105929406	-	He_9w_RNA_XistxC_+y_XY_1	He	male	Adult	1	212	1	212
chrX	Atrx	105797614	105929406	-	Ki_9w_RNA_XistxC_-+_XX_3	Ki	female	Adult	1	275	1	209
chrX	Atrx	105797614	105929406	-	Ki_9w_RNA_XistxC_-+_XX_2	Ki	female	Adult	1	210	1	209
chrX	Atrx	105797614	105929406	-	Ki_9w_RNA_XistxC_-+_XX_1	Ki	female	Adult	1	209	1	209
chrX	Atrx	105797614	105929406	-	Ki_9w_RNA_XistxC_+y_XY_3	Ki	male	Adult	1	154	1	154
chrX	Atrx	105797614	105929406	-	Ki_9w_RNA_XistxC_+y_XY_2	Ki	male	Adult	1	256	1	154
chrX	Atrx	105797614	105929406	-	Ki_9w_RNA_XistxC_+y_XY_1	Ki	male	Adult	1	220	1	154
chrX	Atrx	105797614	105929406	-	Li_9w_RNA_XistxC_-+_XX_1	Li	female	Adult	1	130	1	130
chrX	Atrx	105797614	105929406	-	Li_9w_RNA_XistxC_-+_XX_3	Li	female	Adult	1	140	1	130
chrX	Atrx	105797614	105929406	-	Li_9w_RNA_XistxC_-+_XX_2	Li	female	Adult	1	140	1	130
chrX	Atrx	105797614	105929406	-	Li_9w_RNA_XistxC_+y_XY_1	Li	male	Adult	1	145	1	128
chrX	Atrx	105797614	105929406	-	Li_9w_RNA_XistxC_+y_XY_2	Li	male	Adult	1	167	1	128
chrX	Atrx	105797614	105929406	-	Li_9w_RNA_XistxC_+y_XY_3	Li	male	Adult	1	128	1	128
chrX	Atrx	105797614	105929406	-	Lu_9w_RNA_XistxC_-+_XX_2	Lu	female	Adult	1	455	1	344
chrX	Atrx	105797614	105929406	-	Lu_9w_RNA_XistxC_-+_XX_1	Lu	female	Adult	1	393	1	344
chrX	Atrx	105797614	105929406	-	Lu_9w_RNA_XistxC_-+_XX_3	Lu	female	Adult	1	344	1	344
chrX	Atrx	105797614	105929406	-	Lu_9w_RNA_XistxC_+y_XY_1	Lu	male	Adult	1	367	1	367
chrX	Atrx	105797614	105929406	-	Lu_9w_RNA_XistxC_+y_XY_2	Lu	male	Adult	1	620	1	367
chrX	Atrx	105797614	105929406	-	Lu_9w_RNA_XistxC_+y_XY_3	Lu	male	Adult	1	432	1	367
chrX	Atrx	105797614	105929406	-	Mu_9w_RNA_XistxC_-+_XX_1	Mu	female	Adult	1	107	1	97
chrX	Atrx	105797614	105929406	-	Mu_9w_RNA_XistxC_-+_XX_2	Mu	female	Adult	0,99	119	1	97
chrX	Atrx	105797614	105929406	-	Mu_9w_RNA_XistxC_-+_XX_3	Mu	female	Adult	1	97	1	97
chrX	Atrx	105797614	105929406	-	Mu_9w_RNA_XistxC_+y_XY_2	Mu	male	Adult	1	120	1	114
chrX	Atrx	105797614	105929406	-	Mu_9w_RNA_XistxC_+y_XY_3	Mu	male	Adult	1	129	1	114
chrX	Atrx	105797614	105929406	-	Mu_9w_RNA_XistxC_+y_XY_1	Mu	male	Adult	1	114	1	114
chrX	Atrx	105797614	105929406	-	Sp_9w_RNA_XistxC_-+_XX_1	Sp	female	Adult	1	567	1	410
chrX	Atrx	105797614	105929406	-	Sp_9w_RNA_XistxC_-+_XX_3	Sp	female	Adult	1	410	1	410
chrX	Atrx	105797614	105929406	-	Sp_9w_RNA_XistxC_-+_XX_2	Sp	female	Adult	1	505	1	410
chrX	Atrx	105797614	105929406	-	Sp_9w_RNA_XistxC_+y_XY_3	Sp	male	Adult	1	365	1	362
chrX	Atrx	105797614	105929406	-	Sp_9w_RNA_XistxC_+y_XY_2	Sp	male	Adult	1	480	1	362
chrX	Atrx	105797614	105929406	-	Sp_9w_RNA_XistxC_+y_XY_1	Sp	male	Adult	1	362	1	362
chrX	Avpr2	73891797	73894428	+	Ki_9w_RNA_XistxC_-+_XX_2	Ki	female	Adult	0,88	75	0,88	53
chrX	Avpr2	73891797	73894428	+	Ki_9w_RNA_XistxC_-+_XX_3	Ki	female	Adult	0,81	62	0,88	53
chrX	Avpr2	73891797	73894428	+	Ki_9w_RNA_XistxC_-+_XX_1	Ki	female	Adult	0,94	53	0,88	53
chrX	Avpr2	73891797	73894428	+	Ki_9w_RNA_XistxC_+y_XY_1	Ki	male	Adult	1	56	1	41
chrX	Avpr2	73891797	73894428	+	Ki_9w_RNA_XistxC_+y_XY_3	Ki	male	Adult	1	41	1	41
chrX	Avpr2	73891797	73894428	+	Ki_9w_RNA_XistxC_+y_XY_2	Ki	male	Adult	1	86	1	41
chrX	AW822252	53696921	53716578	-	Br_9w_RNA_XistxC_-+_XX_2	Br	female	Adult	0,98	52	1	52
chrX	AW822252	53696921	53716578	-	Br_9w_RNA_XistxC_-+_XX_3	Br	female	Adult	1	72	1	52
chrX	AW822252	53696921	53716578	-	Br_9w_RNA_XistxC_-+_XX_1	Br	female	Adult	1	58	1	52
chrX	AW822252	53696921	53716578	-	Br_9w_RNA_XistxC_+y_XY_1	Br	male	Adult	1	59	1	59
chrX	AW822252	53696921	53716578	-	Br_9w_RNA_XistxC_+y_XY_3	Br	male	Adult	1	68	1	59
chrX	AW822252	53696921	53716578	-	Br_9w_RNA_XistxC_+y_XY_2	Br	male	Adult	1	73	1	59
chrX	AW822252	53696921	53716578	-	Ki_9w_RNA_XistxC_+y_XY_2	Ki	male	Adult	1	42	1	21
chrX	AW822252	53696921	53716578	-	Ki_9w_RNA_XistxC_+y_XY_1	Ki	male	Adult	1	36	1	21
chrX	AW822252	53696921	53716578	-	Ki_9w_RNA_XistxC_+y_XY_3	Ki	male	Adult	1	21	1	21
chrX	B630019K06Rik	8892352	8894964	+	Br_9w_RNA_XistxC_-+_XX_1	Br	female	Adult	1	136	1	136
chrX	B630019K06Rik	8892352	8894964	+	Br_9w_RNA_XistxC_-+_XX_2	Br	female	Adult	1	164	1	136
chrX	B630019K06Rik	8892352	8894964	+	Br_9w_RNA_XistxC_-+_XX_3	Br	female	Adult	1	136	1	136
chrX	B630019K06Rik	8892352	8894964	+	Br_9w_RNA_XistxC_+y_XY_1	Br	male	Adult	1	174	1	147
chrX	B630019K06Rik	8892352	8894964	+	Br_9w_RNA_XistxC_+y_XY_3	Br	male	Adult	1	147	1	147
chrX	B630019K06Rik	8892352	8894964	+	Br_9w_RNA_XistxC_+y_XY_2	Br	male	Adult	1	170	1	147
chrX	BC023829	70459752	70477190	-	Br_9w_RNA_XistxC_-+_XX_1	Br	female	Adult	1	65	1	65
chrX	BC023829	70459752	70477190	-	Br_9w_RNA_XistxC_-+_XX_3	Br	female	Adult	1	107	1	65
chrX	BC023829	70459752	70477190	-	Br_9w_RNA_XistxC_-+_XX_2	Br	female	Adult	1	99	1	65
chrX	BC023829	70459752	70477190	-	Br_9w_RNA_XistxC_+y_XY_3	Br	male	Adult	1	99	1	86
chrX	BC023829	70459752	70477190	-	Br_9w_RNA_XistxC_+y_XY_2	Br	male	Adult	1	110	1	86
chrX	BC023829	70459752	70477190	-	Br_9w_RNA_XistxC_+y_XY_1	Br	male	Adult	1	86	1	86
chrX	BC023829	70459752	70477190	-	He_9w_RNA_XistxC_-+_XX_2	He	female	Adult	1	46	1	34
chrX	BC023829	70459752	70477190	-	He_9w_RNA_XistxC_-+_XX_1	He	female	Adult	1	34	1	34
chrX	BC023829	70459752	70477190	-	He_9w_RNA_XistxC_-+_XX_3	He	female	Adult	1	40	1	34
chrX	BC023829	70459752	70477190	-	He_9w_RNA_XistxC_+y_XY_2	He	male	Adult	1	52	1	43
chrX	BC023829	70459752	70477190	-	He_9w_RNA_XistxC_+y_XY_1	He	male	Adult	1	49	1	43
chrX	BC023829	70459752	70477190	-	He_9w_RNA_XistxC_+y_XY_3	He	male	Adult	1	43	1	43
chrX	BC023829	70459752	70477190	-	Ki_9w_RNA_XistxC_-+_XX_3	Ki	female	Adult	1	74	1	59
chrX	BC023829	70459752	70477190	-	Ki_9w_RNA_XistxC_-+_XX_2	Ki	female	Adult	1	59	1	59
chrX	BC023829	70459752	70477190	-	Ki_9w_RNA_XistxC_-+_XX_1	Ki	female	Adult	1	78	1	59
chrX	BC023829	70459752	70477190	-	Ki_9w_RNA_XistxC_+y_XY_2	Ki	male	Adult	1	80	1	56
chrX	BC023829	70459752	70477190	-	Ki_9w_RNA_XistxC_+y_XY_3	Ki	male	Adult	1	56	1	56
chrX	BC023829	70459752	70477190	-	Ki_9w_RNA_XistxC_+y_XY_1	Ki	male	Adult	1	59	1	56
chrX	BC023829	70459752	70477190	-	Li_9w_RNA_XistxC_-+_XX_2	Li	female	Adult	1	80	1	66
chrX	BC023829	70459752	70477190	-	Li_9w_RNA_XistxC_-+_XX_3	Li	female	Adult	1	72	1	66
chrX	BC023829	70459752	70477190	-	Li_9w_RNA_XistxC_-+_XX_1	Li	female	Adult	1	66	1	66
chrX	BC023829	70459752	70477190	-	Li_9w_RNA_XistxC_+y_XY_3	Li	male	Adult	1	25	1	25
chrX	BC023829	70459752	70477190	-	Li_9w_RNA_XistxC_+y_XY_1	Li	male	Adult	1	29	1	25
chrX	BC023829	70459752	70477190	-	Li_9w_RNA_XistxC_+y_XY_2	Li	male	Adult	1	42	1	25
chrX	BC023829	70459752	70477190	-	Lu_9w_RNA_XistxC_-+_XX_3	Lu	female	Adult	1	89	1	72
chrX	BC023829	70459752	70477190	-	Lu_9w_RNA_XistxC_-+_XX_2	Lu	female	Adult	1	83	1	72
chrX	BC023829	70459752	70477190	-	Lu_9w_RNA_XistxC_-+_XX_1	Lu	female	Adult	1	72	1	72
chrX	BC023829	70459752	70477190	-	Lu_9w_RNA_XistxC_+y_XY_3	Lu	male	Adult	1	74	1	74
chrX	BC023829	70459752	70477190	-	Lu_9w_RNA_XistxC_+y_XY_1	Lu	male	Adult	1	85	1	74
chrX	BC023829	70459752	70477190	-	Lu_9w_RNA_XistxC_+y_XY_2	Lu	male	Adult	1	103	1	74
chrX	BC023829	70459752	70477190	-	Mu_9w_RNA_XistxC_-+_XX_2	Mu	female	Adult	1	78	1	60
chrX	BC023829	70459752	70477190	-	Mu_9w_RNA_XistxC_-+_XX_3	Mu	female	Adult	1	86	1	60
chrX	BC023829	70459752	70477190	-	Mu_9w_RNA_XistxC_-+_XX_1	Mu	female	Adult	1	60	1	60
chrX	BC023829	70459752	70477190	-	Mu_9w_RNA_XistxC_+y_XY_2	Mu	male	Adult	1	74	1	71
chrX	BC023829	70459752	70477190	-	Mu_9w_RNA_XistxC_+y_XY_3	Mu	male	Adult	1	75	1	71
chrX	BC023829	70459752	70477190	-	Mu_9w_RNA_XistxC_+y_XY_1	Mu	male	Adult	1	71	1	71
chrX	BC023829	70459752	70477190	-	Sp_9w_RNA_XistxC_-+_XX_3	Sp	female	Adult	1	82	1	72
chrX	BC023829	70459752	70477190	-	Sp_9w_RNA_XistxC_-+_XX_1	Sp	female	Adult	1	97	1	72
chrX	BC023829	70459752	70477190	-	Sp_9w_RNA_XistxC_-+_XX_2	Sp	female	Adult	1	72	1	72
chrX	BC023829	70459752	70477190	-	Sp_9w_RNA_XistxC_+y_XY_2	Sp	male	Adult	1	63	1	52
chrX	BC023829	70459752	70477190	-	Sp_9w_RNA_XistxC_+y_XY_1	Sp	male	Adult	1	85	1	52
chrX	BC023829	70459752	70477190	-	Sp_9w_RNA_XistxC_+y_XY_3	Sp	male	Adult	1	52	1	52
chrX	BC065397	136742956	136803364	+	Br_9w_RNA_XistxC_-+_XX_3	Br	female	Adult	1	77	1	56
chrX	BC065397	136742956	136803364	+	Br_9w_RNA_XistxC_-+_XX_2	Br	female	Adult	1	88	1	56
chrX	BC065397	136742956	136803364	+	Br_9w_RNA_XistxC_-+_XX_1	Br	female	Adult	1	56	1	56
chrX	BC065397	136742956	136803364	+	Br_9w_RNA_XistxC_+y_XY_2	Br	male	Adult	1	81	1	60
chrX	BC065397	136742956	136803364	+	Br_9w_RNA_XistxC_+y_XY_3	Br	male	Adult	1	60	1	60
chrX	BC065397	136742956	136803364	+	Br_9w_RNA_XistxC_+y_XY_1	Br	male	Adult	0,99	74	1	60
chrX	BC065397	136742956	136803364	+	He_9w_RNA_XistxC_-+_XX_3	He	female	Adult	1	38	1	33
chrX	BC065397	136742956	136803364	+	He_9w_RNA_XistxC_-+_XX_2	He	female	Adult	1	41	1	33
chrX	BC065397	136742956	136803364	+	He_9w_RNA_XistxC_-+_XX_1	He	female	Adult	0,94	33	1	33
chrX	BC065397	136742956	136803364	+	He_9w_RNA_XistxC_+y_XY_2	He	male	Adult	1	54	1	34
chrX	BC065397	136742956	136803364	+	He_9w_RNA_XistxC_+y_XY_1	He	male	Adult	1	34	1	34
chrX	BC065397	136742956	136803364	+	He_9w_RNA_XistxC_+y_XY_3	He	male	Adult	1	35	1	34
chrX	BC065397	136742956	136803364	+	Ki_9w_RNA_XistxC_-+_XX_1	Ki	female	Adult	1	42	1	42
chrX	BC065397	136742956	136803364	+	Ki_9w_RNA_XistxC_-+_XX_3	Ki	female	Adult	1	64	1	42
chrX	BC065397	136742956	136803364	+	Ki_9w_RNA_XistxC_-+_XX_2	Ki	female	Adult	1	75	1	42
chrX	BC065397	136742956	136803364	+	Ki_9w_RNA_XistxC_+y_XY_3	Ki	male	Adult	1	41	1	41
